year,country,countryn,iso,iso3n,cpds1,poco,eu,emu,gov_right1,gov_cent1,gov_left1,gov_party,gov_new,gov_gap,gov_chan,gov_right2,gov_cent2,gov_left2,gov_right3,gov_cent3,gov_left3,gov_sup,gov_type,year_01,country_01,elect,vturn,social1,social2,social3,social4,social5,social6,social7,social8,leftsoc1,leftsoc2,leftsoc3,leftsoc4,leftsoc5,comm1,comm2,comm3,comm4,postcom1,postcom2,agrarian1,agrarian2,agrarian3,conserv1,conserv2,conserv3,conserv4,conserv5,conserv6,conserv7,conserv8,relig1,relig2,relig3,relig4,relig5,relig6,relig7,liberal1,liberal2,liberal3,liberal4,liberal5,liberal6,liberal7,liberal8,liberal9,protest1,protest2,protest3,protest4,protest5,green1,green2,green3,ethnic1,ethnic2,ethnic3,ethnic4,right1,right2,right3,right4,right5,regio1,femin1,monarch1,person1,pension1,pension2,nonlbl1,nonlbl2,allia1,allia2,allia3,others,year_02,country_02,ssocial1,ssocial2,ssocial3,ssocial4,ssocial5,ssocial6,ssocial7,ssocial8,sleftsoc1,sleftsoc2,sleftsoc3,sleftsoc4,sleftsoc5,scomm1,scomm2,scomm3,scomm4,spostcom1,spostcom2,sagrarian1,sagrarian2,sagrarian3,sconserv1,sconserv2,sconserv3,sconserv4,sconserv5,sconserv6,sconserv7,sconserv8,srelig1,srelig2,srelig3,srelig4,srelig5,srelig6,srelig7,sliberal1,sliberal2,sliberal3,sliberal4,sliberal5,sliberal6,sliberal7,sliberal8,sliberal9,sprotest1,sprotest2,sprotest3,sprotest4,sprotest5,sgreen1,sgreen2,sgreen3,sethnic1,sethnic2,sethnic3,sethnic4,sright1,sright2,sright3,sright4,sright5,sregio1,sfemin1,smonarch1,sperson1,spension1,spension2,snonlbl1,snonlbl2,sallia1,sallia2,sallia3,sothers,year_03,country_03,womenpar,rae_ele,rae_leg,effpar_ele,effpar_leg,dis_abso,dis_rel,dis_gall,year_04,country_04,lfirst,lsec,leff,lmin,lexe,ldis,lint,lfed,lbic,lrid,ljud,lbank,lfirstp,lfirstpi,lfirstpb,year_05,country_05,instcons,structur,fed,pres,prop,bic,referen,dir,judrev,year_06,country_06,kaopen,openc,outlays,receipts,realgdpgr,nomgdpgr,inflation,debt,debt_hist,deficit,pbal,capb,interest,curac,year_07,country_07,ttl_labf,civ_labf,emp_civ,labfopar,empratio,emp_ag,emp_ind,emp_serv,emp_un,unemp,year_08,country_08,nld,wi,wdlost,strike,grossu,netu,ud,adjcov,grossu_ipol,netu_ipol,ud_ipol,adjcov_ipol,year_09,country_09,sstran,socexp_t_pmp,socexp_c_pmp,socexp_k_pmp,oldage_pmp,survivor_pmp,incapben_pmp,health_pmp,family_pmp,almp_pmp,unemp_pmp,housing_pmp,othsocx_pmp,year_10,country_10,educexp_gov,educexp_gov_ipol,educexp_public,educexp_public_ipol,educexp_private,educexp_private_ipol,educatt_minimal,educatt_minimal_ipol,educatt_tertiary,educatt_tertiary_ipol,year_11,country_11,fallow_pmp,mpleave_pmp,othfam_c_pmp,childcare_pmp,homehelp_pmp,othfam_k_pmp,servadmi_pmp,training_pmp,jobrot_pmp,incent_pmp,disabled_pmp,jobcrea_pmp,startup_pmp,compen_pmp,earretir_pmp,year_12,country_12,emprot_reg,emprot_temp,prefisc_gini,pretran_gini,postfisc_gini,pop,pop15_64,pop65,elderly,year_13,country_13
1996,Slovenia,31,SVN,705,0,1,0,0,"50,00","31,86","2,53",2,0,0,1,"57,81","39,41","2,78","24,50","16,70","1,58","42,78",5,1996,Slovenia,10.11.1996,"73,7","0,0","9,0","16,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,6","0,0","0,0","0,0","0,0","0,0","0,0","27,0","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","8,5",1996,Slovenia,"0,0","10,0","17,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","21,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,1","0,0","0,0","0,0","0,0","0,0","0,0","27,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,6","5,6","0,0","0,0","0,0","0,0","0,0","0,0",1996,Slovenia,"14,4","0,84","0,82","6,33","5,43","0,90","0,14","5,16",1996,Slovenia,,,,,,,,,,,,,,,,1996,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,1996,Slovenia,"0,17","93,63","43,95","42,86","3,52","15,30","9,86","21,60","21,60","-1,10","0,56",,,"0,10",1996,Slovenia,"968,97","935,60","871,00","70,12","62,94","88,90","365,00","417,10","64,80","6,90",1996,Slovenia,,,,,"456,00","353,00","48,76","100,00","456,00","353,00","48,76","100,00",1996,Slovenia,"15,12","21,95","15,12","6,83","9,89","0,44","2,72","5,73","1,90",,"0,86","0,00","0,41",1996,Slovenia,,"5,06",,,,,,,,,1996,Slovenia,"0,71","0,53","0,00","0,62","0,02","0,01",,,,,,,,"0,68","0,18",1996,Slovenia,,,,,,"1991,17","1383,94","252,67","12,69",1996,Slovenia
1997,Slovenia,31,SVN,705,0,1,0,0,"43,34","5,21","44,41",3,1,1,1,"52,33","6,33","41,34","27,28","2,61","22,53","52,42",2,1997,Slovenia,,"73,7","0,0","9,0","16,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,6","0,0","0,0","0,0","0,0","0,0","0,0","27,0","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","8,5",1997,Slovenia,"0,0","10,0","17,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","21,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,1","0,0","0,0","0,0","0,0","0,0","0,0","27,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,6","5,6","0,0","0,0","0,0","0,0","0,0","0,0",1997,Slovenia,"7,8","0,84","0,82","6,33","5,43","0,90","0,14","5,16",1997,Slovenia,,,,,,,,,,,,,,,,1997,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,1997,Slovenia,"0,41","96,33","44,18","41,87","5,11","13,97","8,36","22,10","22,10","-2,31","-0,36",,,"0,12",1997,Slovenia,"954,28","956,80","893,20","68,96","64,48","107,90","360,80","424,50","66,60","6,90",1997,Slovenia,,,,,"422,00","320,00","44,07","100,00","422,00","320,00","44,07","100,00",1997,Slovenia,"15,47","22,28","15,46","6,83","9,94","0,45","2,77","5,73","1,94",,"1,03","0,00","0,43",1997,Slovenia,,"5,20",,,,,,,,,1997,Slovenia,"0,76","0,52","0,01","0,62","0,02","0,01",,,,,,,,"0,80","0,23",1997,Slovenia,,,"30,70","30,60","21,70","1986,85","1385,32","258,81","13,03",1997,Slovenia
1998,Slovenia,31,SVN,705,0,1,0,0,"42,11","0,00","52,63",3,0,0,0,"51,01","0,00","48,99","27,80","0,00","26,70","54,50",2,1998,Slovenia,,"73,7","0,0","9,0","16,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,6","0,0","0,0","0,0","0,0","0,0","0,0","27,0","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","8,5",1998,Slovenia,"0,0","10,0","17,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","21,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,1","0,0","0,0","0,0","0,0","0,0","0,0","27,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,6","5,6","0,0","0,0","0,0","0,0","0,0","0,0",1998,Slovenia,"7,8","0,84","0,82","6,33","5,43","0,90","0,14","5,16",1998,Slovenia,,,,,,,,,,,,,,,,1998,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,1998,Slovenia,"0,41","96,78","45,03","42,70","3,29","10,92","7,89","22,80","22,80","-2,33","-0,58",,,"-0,88",1998,Slovenia,"958,54","976,80","904,70","69,32","65,37","108,70","355,90","440,40","71,80","7,40",1998,Slovenia,,,,,"417,00","312,00","42,69","100,00","417,00","312,00","42,69","100,00",1998,Slovenia,"15,49","22,36","15,49","6,88","10,03","0,44","2,74","5,80","1,89",,"1,07","0,00","0,40",1998,Slovenia,,"5,34",,,,,,,,,1998,Slovenia,"0,73","0,50","0,01","0,62","0,02","0,01",,,,,,,,"0,80","0,28",1998,Slovenia,,,,,,"1982,60","1383,98","265,59","13,40",1998,Slovenia
1999,Slovenia,31,SVN,705,0,1,0,0,"42,11","0,00","52,63",3,0,0,0,"51,01","0,00","48,99","27,80","0,00","26,70","54,50",2,1999,Slovenia,,"73,7","0,0","9,0","16,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","19,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,6","0,0","0,0","0,0","0,0","0,0","0,0","27,0","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","3,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","8,5",1999,Slovenia,"0,0","10,0","17,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","21,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,1","0,0","0,0","0,0","0,0","0,0","0,0","27,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,6","5,6","0,0","0,0","0,0","0,0","0,0","0,0",1999,Slovenia,"7,8","0,84","0,82","6,33","5,43","0,90","0,14","5,16",1999,Slovenia,,,,,,,,,,,,,,,,1999,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,1999,Slovenia,"0,41","92,63","45,82","42,85","5,27","12,21","6,16","23,70","23,70","-2,98","-1,11","-1,06",,"-4,06",1999,Slovenia,"970,60","958,90","888,70","70,00","64,02","90,05","335,98","456,77","70,20","7,40",1999,Slovenia,,,,,"387,00","293,00","40,44","100,00","387,00","293,00","40,44","100,00",1999,Slovenia,"15,47","22,34","15,48","6,86","9,89","0,46","2,80","5,80","2,00",,"1,01","0,00","0,38",1999,Slovenia,,"5,48",,,,,,,,,1999,Slovenia,"0,88","0,48","0,01","0,60","0,02","0,01",,,,,,,,"0,71","0,30",1999,Slovenia,,,"30,90","30,80","22,10","1985,56","1388,11","272,15","13,71",1999,Slovenia
2000,Slovenia,31,SVN,705,0,1,0,0,"23,64","8,49","54,29",3,0,0,2,"27,53","10,68","61,80","15,31","5,34","32,17","52,82",5,2000,Slovenia,15.10.2000,"70,1","0,0","12,1","15,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","0,0","0,0","0,0","0,0","0,0","36,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","4,3","0,0","0,0","9,5","0,0","3,8",2000,Slovenia,"0,0","12,2","15,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","37,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","4,4","0,0","0,0","10,0","0,0","0,0",2000,Slovenia,"12,2","0,81","0,79","5,16","4,81","0,35","0,07","3,56",2000,Slovenia,,,,,,,,,,,,,,,,2000,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2000,Slovenia,"0,70","103,68","46,14","42,50","4,16","9,83","8,91","25,90","25,90","-3,64","-1,87","-1,78",,"-3,24",2000,Slovenia,"979,12","960,00","893,60","70,26","62,83","88,80","340,17","471,67","64,70","6,70",2000,Slovenia,,,,,"399,00","312,00","41,60","100,00","399,00","312,00","41,60","100,00",2000,Slovenia,"15,65","22,37","15,28","7,09","9,97","0,45","2,58","6,01","2,13",,"0,86","0,00","0,38",2000,Slovenia,,"5,62",,,,,,,,,2000,Slovenia,"0,99","0,49","0,01","0,60","0,02","0,01",,,,,,,,"0,58","0,27",2000,Slovenia,,,,,,"1990,27","1395,10","278,23","13,98",2000,Slovenia
2001,Slovenia,31,SVN,705,0,1,0,0,"62,50","0,00","37,50",3,0,0,0,"63,00","0,00","37,00","37,80","0,00","22,20","60,00",2,2001,Slovenia,,"70,1","0,0","12,1","15,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","0,0","0,0","0,0","0,0","0,0","36,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","4,3","0,0","0,0","9,5","0,0","3,8",2001,Slovenia,"0,0","12,2","15,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","37,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","4,4","0,0","0,0","10,0","0,0","0,0",2001,Slovenia,"12,2","0,81","0,79","5,16","4,81","0,35","0,07","3,56",2001,Slovenia,,,,,,,,,,,,,,,,2001,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2001,Slovenia,"0,70","104,54","46,95","43,07","2,95","11,88","8,38","26,10","26,10","-3,88","-2,09","-1,54",,"0,04",2001,Slovenia,"979,84","969,10","914,10","70,14","63,81","93,97","349,60","472,70","60,20","6,20",2001,Slovenia,,,,,"395,00","309,00","40,77","100,00","395,00","309,00","40,77","100,00",2001,Slovenia,"15,58","22,49","15,26","7,23","10,17","0,44","2,51","6,17","2,09",,"0,71","0,00","0,41",2001,Slovenia,"5,76","5,76","5,86","5,86","0,81","0,81",,,,,2001,Slovenia,"0,95","0,50","0,01","0,59","0,01","0,01",,,,,,,,"0,47","0,24",2001,Slovenia,,,,,,"1992,04","1397,04","284,88","14,30",2001,Slovenia
2002,Slovenia,31,SVN,705,0,1,0,0,"56,74","0,00","37,63",3,0,0,1,"62,85","0,00","37,15","37,80","0,00","22,36","60,16",2,2002,Slovenia,,"70,1","0,0","12,1","15,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","0,0","0,0","0,0","0,0","0,0","36,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","4,3","0,0","0,0","9,5","0,0","3,8",2002,Slovenia,"0,0","12,2","15,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","37,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","4,4","0,0","0,0","10,0","0,0","0,0",2002,Slovenia,"12,2","0,81","0,79","5,16","4,81","0,35","0,07","3,56",2002,Slovenia,,,,,,,,,,,,,"0,61","0,97","0,01",2002,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2002,Slovenia,"0,70","103,33","45,83","43,43","3,84","11,71","7,48","27,30","27,30","-2,40","-0,66","-0,18",,"0,92",2002,Slovenia,"995,45","980,40","922,40","71,10","63,43","83,50","349,52","476,58","61,30","6,30",2002,Slovenia,,,,,"437,00","345,00","44,66","100,00","437,00","345,00","44,66","100,00",2002,Slovenia,"15,60","22,25","15,36","6,89","10,41","0,42","2,48","5,87","1,99",,"0,62","0,00","0,46",2002,Slovenia,"5,66","5,66","5,76","5,76","0,83","0,83",,,,,2002,Slovenia,"0,90","0,47","0,03","0,57","0,01","0,01",,,,,,,,"0,40","0,22",2002,Slovenia,,,,,,"1995,72","1400,86","292,03","14,63",2002,Slovenia
2003,Slovenia,31,SVN,705,0,1,0,0,"58,82","0,00","41,18",3,0,0,0,"58,70","0,00","41,30","37,80","0,00","26,60","64,40",3,2003,Slovenia,,"70,1","0,0","12,1","15,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","0,0","0,0","0,0","0,0","0,0","36,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,2","0,0","4,3","0,0","0,0","9,5","0,0","3,8",2003,Slovenia,"0,0","12,2","15,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","37,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","4,4","0,0","0,0","10,0","0,0","0,0",2003,Slovenia,"12,2","0,81","0,79","5,16","4,81","0,35","0,07","3,56",2003,Slovenia,,,,,,,,,,,,,"0,60","0,91","0,08",2003,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2003,Slovenia,"0,76","102,11","45,81","43,19","2,84","8,66","5,54","26,70","26,70","-2,62","-1,17","-0,44","6,40","-0,84",2003,Slovenia,"995,49","958,50","896,40","70,95","62,56","75,10","336,58","485,58","64,20","6,70",2003,Slovenia,,,,,"418,50","337,00","43,72","100,00","418,50","337,00","43,72","100,00",2003,Slovenia,"15,57","21,89","14,73","6,90","9,80","0,38","2,42","5,89","1,95","0,26","0,59","0,00","0,60",2003,Slovenia,"5,69","5,69","5,80","5,80","0,83","0,83",,,,,2003,Slovenia,"0,90","0,42","0,05","0,56","0,02","0,01","0,00","0,05",,"0,06","0,03","0,10","0,01","0,39","0,20",2003,Slovenia,,,,,,"1996,77","1404,78","297,14","14,88",2003,Slovenia
2004,Slovenia,31,SVN,705,0,1,1,0,"65,11","1,86","33,03",2,1,-1,2,"60,74","1,46","37,81","34,80","0,79","21,81","57,41",2,2004,Slovenia,03.10.2004,"60,5","0,0","10,2","29,1","0,0","2,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,1","0,0","0,0","0,0","0,0","0,0","22,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","6,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","2,1","3,0","0,0","0,0","0,0","4,0",2004,Slovenia,"0,0","11,1","32,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","0,0","0,0","0,0","25,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","6,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","0,0","0,0","0,0","0,0","0,0","0,0",2004,Slovenia,"12,2","0,83","0,79","5,97","4,85","1,12","0,19","5,58",2004,Slovenia,,,,,,,,,,,,,"0,73","0,84","0,31",2004,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2004,Slovenia,"0,82","111,38","45,32","43,36","4,35","7,81","3,59","26,80","26,80","-1,96","-0,56","-0,28","4,68","-2,72",2004,Slovenia,"999,91","1006,30","945,80","71,19","65,29","92,22","342,75","508,48","63,30","6,30",2004,Slovenia,,,,,,"320,00","40,10","100,00","397,75","320,00","40,10","100,00",2004,Slovenia,"15,51","21,52","14,48","6,80","9,66","0,37","2,29","5,82","1,93","0,23","0,58","0,00","0,63",2004,Slovenia,"5,64","5,64","5,74","5,74","0,83","0,83","25,40","25,40","15,40","15,40",2004,Slovenia,"0,85","0,46","0,05","0,53","0,02","0,01","0,00","0,04",,"0,05","0,03","0,09","0,01","0,39","0,19",2004,Slovenia,,,"31,60","31,50","21,50","1997,00","1405,12","303,00","15,17",2004,Slovenia
2005,Slovenia,31,SVN,705,0,1,1,0,"0,00","23,49","76,51",4,1,2,0,"0,00","18,38","81,62","0,00","10,00","44,40","54,40",2,2005,Slovenia,,"60,5","0,0","10,2","29,1","0,0","2,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","9,1","0,0","0,0","0,0","0,0","0,0","22,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","6,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","0,0","2,1","3,0","0,0","0,0","0,0","4,0",2005,Slovenia,"0,0","11,1","32,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","10,0","0,0","0,0","0,0","0,0","0,0","25,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,00","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1","1,1","0,0","0,0","6,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,4","4,4","0,0","0,0","0,0","0,0","0,0","0,0",2005,Slovenia,"12,2","0,83","0,79","5,97","4,85","1,12","0,19","5,58",2005,Slovenia,,,,,,,,,,,,,"0,68","0,75","0,29",2005,Slovenia,,1,0,1,2,"3,0",0,"2,00",1,2005,Slovenia,"0,88","119,80","44,91","43,58","4,00","5,62","2,45","26,30","26,30","-1,33","-0,04","-0,22","3,81","-1,78",2005,Slovenia,"997,04","1015,30","949,20","70,92","65,96","86,13","350,15","512,95","66,00","6,50",2005,Slovenia,,,,,"377,00","299,00","37,12","100,00","377,00","299,00","37,12","100,00",2005,Slovenia,"15,39","21,44","14,32","6,83","9,36","0,44","2,36","5,85","1,90","0,29","0,59","0,01","0,63",2005,Slovenia,"5,58","5,58","5,73","5,73","0,78","0,78","24,00","24,00","16,70","16,70",2005,Slovenia,"0,81","0,48","0,05","0,53","0,02","0,01","0,10","0,05",,"0,04","0,01","0,08","0,02","0,40","0,19",2005,Slovenia,,,,,,"2001,11","1406,70","309,54","15,47",2005,Slovenia
